age,female,hisp,education,earnings,hours,weeks,union,uncov,region,race,marital,wage,college
47,1,0,16,40000,40,52,0,0,4,1,5,19.23076923076923,College
36,0,1,13,22000,40,52,0,0,4,1,1,10.576923076923077,Non-college
35,0,1,13,56000,40,52,0,0,4,1,5,26.923076923076923,Non-college
52,0,0,13,52000,40,52,0,0,4,1,5,25,Non-college
37,0,0,13,61000,65,52,0,0,4,1,1,18.047337278106507,Non-college
41,1,0,16,42000,52,52,0,0,4,1,7,15.532544378698224,College
39,1,0,14,55986,50,52,0,0,4,1,7,21.533076923076923,Non-college
34,1,0,16,50000,50,52,0,0,4,1,1,19.23076923076923,College
31,0,0,13,85000,50,52,0,0,4,1,5,32.69230769230769,Non-college
32,0,0,14,83000,50,52,0,0,4,1,7,31.923076923076923,Non-college
50,1,1,16,128000,40,52,0,0,4,1,5,61.53846153846154,College
29,1,0,18,51000,40,52,0,0,4,1,1,24.51923076923077,College
29,0,0,16,45000,40,52,0,0,4,1,1,21.634615384615383,College
54,1,0,13,54808,43,52,0,0,4,1,5,24.511627906976745,Non-college
26,0,1,11,16000,40,52,0,0,4,1,1,7.6923076923076925,Non-college
34,0,1,16,28000,40,52,0,0,4,1,7,13.461538461538462,College
35,0,1,12,55000,45,52,0,0,4,1,7,23.504273504273506,Non-college
60,0,0,16,150000,50,52,0,0,4,1,1,57.69230769230769,College
58,0,1,18,50000,40,52,0,0,4,1,5,24.03846153846154,College
58,1,1,12,45000,40,52,0,0,4,1,5,21.634615384615383,Non-college
32,1,0,16,90000,40,52,0,0,4,1,7,43.26923076923077,College
26,0,1,13,17000,40,52,0,0,4,1,1,8.173076923076923,Non-college
26,1,1,13,42000,60,52,0,0,4,1,1,13.461538461538462,Non-college
40,0,1,18,12600,45,52,0,0,4,1,1,5.384615384615385,College
61,1,0,16,14000,52,52,0,0,4,1,5,5.177514792899408,College
53,1,0,16,50000,40,52,0,0,4,1,7,24.03846153846154,College
52,1,1,13,23984,40,52,0,0,4,1,5,11.53076923076923,Non-college
36,1,0,13,40000,40,52,0,0,4,1,1,19.23076923076923,Non-college
52,0,0,16,48500,40,52,0,0,4,3,1,23.317307692307693,College
59,1,0,14,22000,40,52,0,0,4,1,1,10.576923076923077,Non-college
46,1,1,14,21000,40,52,0,0,4,1,7,10.096153846153847,Non-college
30,1,1,12,23000,40,52,0,0,4,1,7,11.057692307692308,Non-college
60,0,1,18,95000,50,52,0,0,4,1,1,36.53846153846154,College
48,1,1,12,17000,40,52,0,0,4,1,1,8.173076923076923,Non-college
26,0,1,13,50000,70,52,0,0,4,1,7,13.736263736263735,Non-college
31,0,1,12,25000,40,52,0,0,4,1,1,12.01923076923077,Non-college
38,1,1,12,20000,40,52,0,0,4,1,1,9.615384615384615,Non-college
41,0,1,12,30000,40,52,0,0,4,1,1,14.423076923076923,Non-college
54,0,0,16,13500,40,52,0,0,4,1,1,6.490384615384615,College
34,1,1,13,22000,40,52,0,0,4,1,4,10.576923076923077,Non-college
43,0,0,12,24900,40,52,0,0,4,3,1,11.971153846153847,Non-college
55,0,0,12,72000,40,52,0,0,4,3,1,34.61538461538461,Non-college
43,0,0,14,40000,40,52,0,0,4,3,1,19.23076923076923,Non-college
53,0,0,12,78000,40,52,0,0,4,3,1,37.5,Non-college
65,0,0,12,37000,40,52,0,0,4,3,1,17.78846153846154,Non-college
40,0,0,18,39000,60,52,0,0,4,1,1,12.5,College
40,1,0,18,39000,45,52,0,0,4,1,1,16.666666666666668,College
56,0,0,12,19000,40,52,0,0,4,2,1,9.134615384615385,Non-college
49,0,0,12,27000,45,52,0,0,4,1,7,11.538461538461538,Non-college
36,0,1,14,22837,40,52,0,0,4,1,1,10.979326923076924,Non-college
45,0,0,13,389599,40,52,0,0,4,1,1,187.30721153846153,Non-college
48,1,0,12,45000,40,52,0,0,4,1,1,21.634615384615383,Non-college
51,1,0,12,24000,40,52,0,0,4,1,1,11.538461538461538,Non-college
28,1,0,12,16380,40,52,0,0,4,1,5,7.875,Non-college
51,0,0,11,30000,45,52,0,0,4,1,1,12.820512820512821,Non-college
48,1,0,10,18200,40,52,0,0,4,1,1,8.75,Non-college
36,1,1,12,20800,40,52,0,0,4,1,1,10,Non-college
33,0,0,12,28000,45,52,0,0,4,3,7,11.965811965811966,Non-college
58,1,0,12,17000,40,52,0,0,4,3,5,8.173076923076923,Non-college
54,1,0,12,17240,40,52,0,0,4,1,5,8.288461538461538,Non-college
21,1,0,12,22000,40,52,0,0,4,1,7,10.576923076923077,Non-college
21,0,0,10,26000,63,52,0,0,4,1,7,7.936507936507937,Non-college
60,0,0,16,110000,40,52,0,0,4,1,1,52.88461538461539,College
31,0,1,12,52000,40,52,1,0,4,1,1,25,Non-college
30,1,1,16,38000,40,52,1,0,4,1,1,18.26923076923077,College
37,0,1,14,24000,40,52,0,0,4,1,1,11.538461538461538,Non-college
38,1,1,13,40000,40,52,0,0,4,1,5,19.23076923076923,Non-college
43,0,1,10,21000,40,48,0,0,4,1,5,10.9375,Non-college
46,0,1,12,24500,40,52,0,0,4,1,1,11.778846153846153,Non-college
44,1,1,12,17000,40,52,0,0,4,1,1,8.173076923076923,Non-college
43,0,1,16,60000,40,52,0,0,4,1,1,28.846153846153847,College
40,0,1,9,24000,40,52,0,0,4,1,7,11.538461538461538,Non-college
43,0,1,12,31000,40,52,0,0,4,1,1,14.903846153846153,Non-college
30,1,1,12,14800,50,52,0,0,4,1,3,5.6923076923076925,Non-college
40,1,1,12,18000,40,52,0,0,4,1,5,8.653846153846153,Non-college
53,1,1,12,14500,40,52,0,0,4,1,5,6.971153846153846,Non-college
60,0,1,18,117838,40,52,0,0,4,1,1,56.652884615384615,College
56,0,0,16,70000,50,52,0,0,4,1,1,26.923076923076923,College
26,1,0,16,45000,40,52,0,0,4,1,7,21.634615384615383,College
58,1,0,12,30000,40,52,0,0,4,1,1,14.423076923076923,Non-college
63,0,0,18,60000,50,52,0,0,4,1,5,23.076923076923077,College
52,0,0,18,82000,40,52,0,0,4,1,7,39.42307692307692,College
41,1,0,16,25000,40,52,0,0,4,1,7,12.01923076923077,College
40,1,0,12,40000,40,52,1,0,4,1,1,19.23076923076923,Non-college
47,0,0,10,65002,40,52,0,0,4,1,1,31.25096153846154,Non-college
42,1,1,12,19000,40,52,0,0,4,1,6,9.134615384615385,Non-college
58,0,0,13,145000,40,52,1,0,4,1,5,69.71153846153847,Non-college
45,0,0,13,70000,40,52,0,0,4,4,1,33.65384615384615,Non-college
38,1,0,16,160000,50,52,0,0,4,1,1,61.53846153846154,College
56,1,0,12,50000,60,52,0,0,4,1,1,16.025641025641026,Non-college
54,0,0,13,17000,40,52,0,0,4,2,7,8.173076923076923,Non-college
53,0,0,12,39000,40,52,0,0,4,1,7,18.75,Non-college
37,1,1,14,75000,40,52,0,0,4,1,1,36.05769230769231,Non-college
32,0,0,12,40000,40,52,0,0,4,1,1,19.23076923076923,Non-college
62,0,0,14,63000,40,52,0,0,4,1,5,30.28846153846154,Non-college
20,0,0,13,30000,40,52,0,0,4,1,7,14.423076923076923,Non-college
61,0,0,13,45000,40,52,0,0,4,1,3,21.634615384615383,Non-college
57,1,0,13,35000,40,52,0,0,4,1,1,16.826923076923077,Non-college
44,0,0,16,100000,60,52,0,0,4,1,1,32.05128205128205,College
55,1,1,12,35000,40,52,0,0,4,1,1,16.826923076923077,Non-college
48,1,0,12,50000,40,52,1,0,4,1,5,24.03846153846154,Non-college
29,0,0,14,38000,40,52,0,0,4,5,7,18.26923076923077,Non-college
49,1,0,16,58000,40,52,0,0,4,1,5,27.884615384615383,College
37,1,1,11,31200,40,52,0,0,4,1,5,15,Non-college
29,0,0,16,50000,40,52,0,0,4,4,1,24.03846153846154,College
27,1,0,16,30000,40,52,0,0,4,4,1,14.423076923076923,College
29,0,0,16,52000,40,52,0,0,4,1,1,25,College
34,0,0,18,95000,40,52,0,0,4,4,1,45.67307692307692,College
30,1,0,18,70000,40,52,0,0,4,4,1,33.65384615384615,College
38,0,0,13,80000,40,52,0,0,4,1,1,38.46153846153846,Non-college
27,1,1,8,18000,40,52,0,0,4,1,1,8.653846153846153,Non-college
55,1,1,14,28000,40,52,0,0,4,1,1,13.461538461538462,Non-college
40,0,1,12,50000,40,52,0,0,4,1,1,24.03846153846154,Non-college
33,0,0,12,72000,60,52,0,0,4,1,7,23.076923076923077,Non-college
39,1,1,11,24000,40,52,0,0,4,1,7,11.538461538461538,Non-college
20,1,1,14,21000,40,52,0,0,4,1,7,10.096153846153847,Non-college
31,0,0,14,32000,45,52,0,0,4,1,7,13.675213675213675,Non-college
43,1,1,16,48000,40,49,0,0,4,1,7,24.489795918367346,College
51,0,1,12,29000,40,52,0,0,4,1,1,13.942307692307692,Non-college
44,1,1,8,22000,50,52,0,0,4,1,1,8.461538461538462,Non-college
52,1,1,11,25000,40,52,0,0,4,3,1,12.01923076923077,Non-college
55,0,1,18,43300,50,52,0,0,4,3,1,16.653846153846153,College
47,1,0,12,23000,40,52,0,0,4,2,1,11.057692307692308,Non-college
39,0,0,16,111000,60,52,0,0,4,1,7,35.57692307692308,College
30,0,0,12,95946,60,52,0,0,4,4,1,30.751923076923077,Non-college
35,0,0,20,389599,80,52,0,0,4,1,1,93.65360576923077,College
33,0,1,8,60000,45,52,0,0,4,1,1,25.641025641025642,Non-college
43,1,0,18,52000,40,52,0,0,4,1,1,25,College
55,1,0,18,71000,60,52,0,0,4,1,1,22.756410256410255,College
65,0,0,16,26000,40,52,0,0,4,1,7,12.5,College
30,0,1,16,40289,40,52,0,0,4,8,7,19.369711538461537,College
24,0,1,13,35000,60,52,0,0,4,1,7,11.217948717948717,Non-college
36,0,1,16,80000,50,52,0,0,4,1,1,30.76923076923077,College
51,0,0,16,200000,40,52,0,0,4,1,5,96.15384615384616,College
59,0,1,12,54000,40,52,0,0,4,3,3,25.96153846153846,Non-college
28,1,0,12,24000,40,52,0,0,4,1,5,11.538461538461538,Non-college
46,1,0,16,40002,45,52,0,0,4,1,5,17.094871794871796,College
37,0,0,18,80000,40,52,0,0,4,1,1,38.46153846153846,College
43,0,0,18,185000,40,52,0,0,4,1,1,88.9423076923077,College
45,0,0,16,42500,40,52,0,0,4,1,1,20.432692307692307,College
27,1,1,14,36000,40,52,0,0,4,1,7,17.307692307692307,Non-college
41,0,0,12,44000,52,52,0,0,4,1,1,16.272189349112427,Non-college
49,0,0,13,90000,55,52,0,0,4,1,1,31.46853146853147,Non-college
49,1,0,14,36600,42,52,0,0,4,1,5,16.75824175824176,Non-college
32,0,0,16,50000,80,50,0,0,4,1,1,12.5,College
29,1,0,16,24000,40,48,0,0,4,1,1,12.5,College
49,0,0,13,50000,45,52,0,0,4,1,7,21.367521367521366,Non-college
38,0,1,9,40000,80,52,0,0,4,1,1,9.615384615384615,Non-college
26,1,0,16,55000,50,52,0,0,4,1,7,21.153846153846153,College
24,1,0,16,70000,40,52,0,0,4,1,7,33.65384615384615,College
48,1,0,16,75000,40,52,0,0,4,1,1,36.05769230769231,College
30,0,1,12,40000,40,52,0,0,4,1,7,19.23076923076923,Non-college
34,1,1,12,20000,40,52,0,0,4,1,1,9.615384615384615,Non-college
43,0,0,16,40000,40,52,0,0,4,1,1,19.23076923076923,College
38,1,0,13,40000,40,52,0,0,4,1,1,19.23076923076923,Non-college
29,0,1,13,45000,65,52,0,0,4,1,1,13.31360946745562,Non-college
44,0,0,14,50000,48,48,0,0,4,1,1,21.70138888888889,Non-college
41,0,0,12,28000,40,52,0,0,4,1,7,13.461538461538462,Non-college
36,1,0,12,15000,40,52,0,0,4,1,1,7.211538461538462,Non-college
59,0,1,13,20000,49,52,0,0,4,1,1,7.849293563579278,Non-college
32,1,1,16,30000,40,52,0,0,4,1,7,14.423076923076923,College
66,1,1,10,19900,40,52,0,0,4,1,1,9.567307692307692,Non-college
33,0,1,14,32000,40,52,0,0,4,1,1,15.384615384615385,Non-college
24,1,1,12,24000,40,52,0,0,4,1,1,11.538461538461538,Non-college
23,1,1,13,27000,40,52,0,0,4,1,7,12.98076923076923,Non-college
56,1,0,12,45000,40,52,0,0,4,1,1,21.634615384615383,Non-college
45,1,1,9,20000,40,52,0,0,4,1,7,9.615384615384615,Non-college
60,1,0,16,102000,40,52,0,0,4,1,5,49.03846153846154,College
55,0,0,13,120000,40,52,0,0,4,1,5,57.69230769230769,Non-college
38,1,0,16,66000,40,52,0,0,4,1,7,31.73076923076923,College
25,0,0,16,24000,40,52,0,0,4,1,7,11.538461538461538,College
28,0,0,16,42000,45,52,0,0,4,1,1,17.94871794871795,College
25,1,0,16,36000,40,52,0,0,4,1,1,17.307692307692307,College
55,1,0,14,45000,36,52,0,0,4,1,1,24.03846153846154,Non-college
61,0,0,16,389599,50,52,0,0,4,1,1,149.84576923076924,College
54,1,0,18,63000,40,48,0,0,4,1,1,32.8125,College
26,1,0,18,30000,40,52,0,0,4,1,7,14.423076923076923,College
57,1,0,13,34000,38,52,0,0,4,1,5,17.206477732793523,Non-college
34,0,0,16,70000,40,52,0,0,4,10,1,33.65384615384615,College
24,0,0,10,17000,40,52,0,0,4,1,1,8.173076923076923,Non-college
21,1,0,13,20000,40,52,0,0,4,1,7,9.615384615384615,Non-college
25,0,1,11,25000,40,52,0,0,4,1,7,12.01923076923077,Non-college
22,0,0,14,17000,40,48,0,1,4,3,7,8.854166666666666,Non-college
33,0,0,12,26000,40,52,0,0,4,5,1,12.5,Non-college
31,1,0,13,21400,40,52,0,0,4,1,7,10.288461538461538,Non-college
34,0,0,10,24000,40,52,0,0,4,1,7,11.538461538461538,Non-college
67,1,0,13,30900,40,52,0,0,4,1,5,14.85576923076923,Non-college
68,0,0,18,103000,40,52,0,0,4,1,1,49.51923076923077,College
37,1,0,12,20000,40,52,0,0,4,1,1,9.615384615384615,Non-college
41,0,0,12,40000,40,52,0,0,4,1,1,19.23076923076923,Non-college
31,1,1,14,42000,40,52,0,0,4,1,7,20.192307692307693,Non-college
56,0,1,12,39000,40,52,0,0,4,1,5,18.75,Non-college
47,1,0,12,65000,40,52,1,0,4,3,7,31.25,Non-college
52,0,0,12,35000,40,52,0,0,4,1,1,16.826923076923077,Non-college
36,0,0,12,55000,45,52,0,0,4,1,1,23.504273504273506,Non-college
35,1,0,18,49000,40,52,1,0,4,1,1,23.557692307692307,College
29,0,0,12,34320,40,52,0,0,4,1,1,16.5,Non-college
26,1,0,13,29120,40,52,0,0,4,1,1,14,Non-college
53,0,1,18,30000,40,52,0,0,4,1,1,14.423076923076923,College
55,1,1,13,26000,40,52,0,0,4,1,1,12.5,Non-college
24,0,1,13,20000,40,52,0,0,4,1,7,9.615384615384615,Non-college
21,0,1,13,20000,40,52,0,0,4,1,7,9.615384615384615,Non-college
70,1,0,10,16305,40,52,0,0,4,1,1,7.8389423076923075,Non-college
66,0,0,13,55000,40,52,0,0,4,1,1,26.442307692307693,Non-college
64,1,0,13,84000,60,48,0,0,4,1,1,29.166666666666668,Non-college
57,1,0,13,27000,40,52,0,0,4,1,1,12.98076923076923,Non-college
43,0,0,18,195000,60,52,0,0,4,1,1,62.5,College
33,0,0,14,70000,40,52,0,0,4,1,1,33.65384615384615,Non-college
39,1,0,18,118000,40,52,0,0,4,1,1,56.73076923076923,College
57,0,1,13,32032,40,52,0,0,4,1,5,15.4,Non-college
49,0,1,10,20000,40,52,0,0,4,1,5,9.615384615384615,Non-college
66,0,0,16,51500,40,52,0,0,4,1,5,24.759615384615383,College
52,0,0,16,19000,40,52,0,0,4,1,7,9.134615384615385,College
45,1,0,18,65250,50,52,0,0,4,1,1,25.096153846153847,College
47,0,0,16,100000,50,52,0,0,4,1,5,38.46153846153846,College
30,1,1,14,60000,40,52,0,0,4,1,5,28.846153846153847,Non-college
69,1,0,14,26000,40,50,0,0,4,1,5,13,Non-college
40,0,1,16,53000,40,52,0,0,4,1,1,25.48076923076923,College
44,0,0,16,150000,40,52,0,0,4,1,1,72.11538461538461,College
50,1,1,13,27000,40,52,0,0,4,2,5,12.98076923076923,Non-college
52,0,1,16,30000,40,52,0,0,4,1,7,14.423076923076923,College
43,0,0,14,40000,40,52,0,0,4,1,7,19.23076923076923,Non-college
56,1,0,13,26000,40,52,0,0,4,1,5,12.5,Non-college
41,0,1,9,24000,40,52,0,0,4,1,1,11.538461538461538,Non-college
50,1,0,16,40000,40,52,0,0,4,1,1,19.23076923076923,College
49,0,0,16,190000,45,52,0,0,4,1,1,81.19658119658119,College
47,1,0,13,22300,60,52,0,0,4,1,5,7.147435897435898,Non-college
68,1,0,12,26000,36,52,0,0,4,1,1,13.88888888888889,Non-college
46,0,0,16,55000,40,52,0,0,4,1,5,26.442307692307693,College
51,1,0,14,75000,40,52,0,0,4,1,5,36.05769230769231,Non-college
21,1,0,13,21000,40,52,0,0,4,1,7,10.096153846153847,Non-college
21,0,0,16,39000,40,52,0,0,4,2,7,18.75,College
54,1,0,14,40000,40,52,0,0,4,1,1,19.23076923076923,Non-college
58,0,0,13,48000,40,52,0,0,4,1,1,23.076923076923077,Non-college
21,0,0,12,80000,60,52,0,0,4,1,7,25.641025641025642,Non-college
34,0,1,16,80000,40,52,0,0,4,1,1,38.46153846153846,College
38,1,0,14,34000,40,52,0,0,4,2,5,16.346153846153847,Non-college
36,1,0,13,52000,50,52,0,0,4,2,1,20,Non-college
36,0,0,14,31000,40,52,0,0,4,2,1,14.903846153846153,Non-college
25,1,0,12,28000,40,52,0,0,4,1,7,13.461538461538462,Non-college
30,0,0,12,45000,45,52,0,0,4,1,1,19.23076923076923,Non-college
22,0,0,13,23000,40,52,0,0,4,1,1,11.057692307692308,Non-college
29,0,1,12,35000,40,52,0,0,4,1,1,16.826923076923077,Non-college
49,1,1,16,65000,50,52,0,0,4,1,5,25,College
27,0,1,14,24000,40,52,0,0,4,1,7,11.538461538461538,Non-college
21,1,1,13,16000,40,48,0,0,4,1,7,8.333333333333334,Non-college
48,0,1,13,50000,40,52,0,0,4,1,1,24.03846153846154,Non-college
19,0,1,13,25000,40,52,0,0,4,1,7,12.01923076923077,Non-college
43,1,1,12,32396,40,52,0,0,4,1,1,15.575,Non-college
44,0,1,12,62400,40,52,0,0,4,1,1,30,Non-college
25,0,1,12,40957,40,52,0,0,4,1,5,19.690865384615385,Non-college
50,1,0,20,140000,40,52,0,0,4,4,1,67.3076923076923,College
42,0,0,16,389599,55,52,0,0,4,1,1,136.22342657342656,College
61,1,0,18,64000,40,52,0,0,4,1,1,30.76923076923077,College
39,1,0,13,30000,45,52,0,0,4,1,5,12.820512820512821,Non-college
34,0,0,16,53000,40,52,0,0,4,1,7,25.48076923076923,College
46,0,0,16,75000,44,52,0,0,4,1,1,32.77972027972028,College
35,0,0,18,24000,40,52,0,0,4,1,7,11.538461538461538,College
58,0,0,16,48000,40,52,0,0,4,1,1,23.076923076923077,College
44,0,0,12,34400,40,52,0,0,4,1,7,16.53846153846154,Non-college
49,1,0,13,37063,40,52,0,0,4,1,5,17.81875,Non-college
30,0,0,13,55000,50,52,0,0,4,1,7,21.153846153846153,Non-college
33,0,0,16,45000,42,52,0,0,4,1,1,20.604395604395606,College
36,1,0,16,28000,40,52,0,0,4,1,1,13.461538461538462,College
45,1,1,12,28000,40,52,0,0,4,1,1,13.461538461538462,Non-college
49,0,1,12,36000,40,52,0,0,4,1,1,17.307692307692307,Non-college
40,1,1,10,20000,40,52,0,0,4,1,1,9.615384615384615,Non-college
50,0,1,10,24000,40,52,0,0,4,1,1,11.538461538461538,Non-college
62,1,0,12,30000,40,52,0,0,4,5,1,14.423076923076923,Non-college
41,0,0,16,39000,40,52,0,0,4,1,1,18.75,College
38,1,0,14,45000,40,52,0,0,4,1,1,21.634615384615383,Non-college
38,0,1,13,70000,40,52,0,0,4,1,1,33.65384615384615,Non-college
33,0,0,13,40000,40,52,0,0,4,1,7,19.23076923076923,Non-college
40,1,0,14,27000,40,52,0,0,4,1,6,12.98076923076923,Non-college
43,0,0,16,164000,60,52,0,0,4,1,6,52.56410256410256,College
41,0,0,11,389599,40,52,0,0,4,1,6,187.30721153846153,Non-college
36,0,1,12,30000,40,52,0,0,4,1,1,14.423076923076923,Non-college
34,1,0,13,40000,40,52,0,0,4,1,1,19.23076923076923,Non-college
40,0,0,16,72000,75,52,0,0,4,1,5,18.46153846153846,College
33,1,0,16,35000,40,48,0,0,4,1,7,18.229166666666668,College
27,1,0,13,24000,40,52,0,0,4,5,1,11.538461538461538,Non-college
26,0,0,12,32000,60,52,0,0,4,1,1,10.256410256410257,Non-college
52,0,0,18,75000,40,52,0,0,4,4,1,36.05769230769231,College
45,0,0,16,389599,55,52,0,0,4,1,1,136.22342657342656,College
64,0,0,18,140000,50,52,0,0,4,1,1,53.84615384615385,College
57,0,0,18,60000,60,52,0,0,4,1,1,19.23076923076923,College
50,1,0,13,60000,50,52,0,0,4,1,1,23.076923076923077,Non-college
35,1,0,16,55000,40,52,0,0,4,1,1,26.442307692307693,College
29,0,0,10,54000,50,52,0,0,4,1,1,20.76923076923077,Non-college
25,1,0,16,40000,45,52,0,0,4,1,7,17.094017094017094,College
30,0,1,13,51000,40,52,0,0,4,1,1,24.51923076923077,Non-college
28,1,1,13,25000,40,52,0,0,4,1,1,12.01923076923077,Non-college
46,0,0,11,18000,36,52,0,0,4,1,1,9.615384615384615,Non-college
29,0,1,12,32000,75,52,0,0,4,1,1,8.205128205128204,Non-college
44,0,1,13,30000,40,52,0,0,4,1,5,14.423076923076923,Non-college
50,0,1,16,68000,50,52,0,0,4,1,7,26.153846153846153,College
28,0,1,11,72800,40,52,0,0,4,1,1,35,Non-college
33,1,1,12,28000,55,52,0,0,4,1,1,9.79020979020979,Non-college
27,0,0,16,35500,40,52,0,0,4,1,7,17.067307692307693,College
27,0,1,16,35000,40,52,0,0,4,1,7,16.826923076923077,College
39,0,1,12,20000,50,52,0,0,4,1,1,7.6923076923076925,Non-college
45,0,0,16,45000,40,52,0,0,4,1,1,21.634615384615383,College
38,1,1,14,45000,40,52,0,0,4,1,1,21.634615384615383,Non-college
21,0,1,9,27000,40,52,0,0,4,1,1,12.98076923076923,Non-college
26,1,1,14,35000,40,52,0,0,4,1,7,16.826923076923077,Non-college
46,0,1,11,49000,40,52,0,0,4,1,1,23.557692307692307,Non-college
44,1,1,12,39000,40,52,0,0,4,1,1,18.75,Non-college
38,0,1,9,39002,40,52,0,0,4,1,1,18.75096153846154,Non-college
39,0,1,12,25000,40,52,0,0,4,1,1,12.01923076923077,Non-college
55,0,1,13,67400,40,49,0,0,4,1,1,34.38775510204081,Non-college
54,1,0,16,85000,40,52,0,0,4,1,1,40.86538461538461,College
39,1,1,12,15000,40,52,0,0,4,1,1,7.211538461538462,Non-college
44,0,1,9,15000,40,52,0,0,4,1,1,7.211538461538462,Non-college
31,1,1,11,20000,40,52,0,0,4,1,7,9.615384615384615,Non-college
36,0,1,9,31742,40,52,0,0,4,1,1,15.260576923076924,Non-college
31,0,0,12,50000,60,52,0,0,4,1,5,16.025641025641026,Non-college
22,1,1,13,50000,70,52,0,0,4,1,7,13.736263736263735,Non-college
34,0,0,11,30000,40,52,0,0,4,1,5,14.423076923076923,Non-college
49,1,1,13,20000,40,52,0,0,4,1,7,9.615384615384615,Non-college
57,0,1,12,20000,40,52,0,0,4,1,5,9.615384615384615,Non-college
29,1,1,12,20000,40,52,0,0,4,1,7,9.615384615384615,Non-college
34,0,1,12,35000,45,52,0,0,4,1,6,14.957264957264957,Non-college
31,0,1,10,55000,55,52,0,0,4,1,1,19.23076923076923,Non-college
27,0,1,16,30000,40,52,0,0,4,1,7,14.423076923076923,College
24,0,1,13,20000,40,52,0,0,4,1,7,9.615384615384615,Non-college
48,0,1,13,65000,40,52,0,0,4,1,5,31.25,Non-college
33,1,1,16,50000,40,52,0,0,4,1,7,24.03846153846154,College
44,0,1,11,62000,45,52,0,0,4,1,1,26.495726495726494,Non-college
25,0,1,14,45000,40,52,0,0,4,1,1,21.634615384615383,Non-college
23,1,0,13,35000,40,52,0,0,4,1,1,16.826923076923077,Non-college
22,0,1,12,18000,40,52,0,0,4,1,7,8.653846153846153,Non-college
44,0,1,12,59000,37,52,0,0,4,4,1,30.665280665280665,Non-college
44,1,1,12,60000,40,52,0,0,4,4,1,28.846153846153847,Non-college
34,0,0,16,52000,40,52,0,0,4,1,1,25,College
35,0,0,20,115000,55,52,0,0,4,1,1,40.20979020979021,College
31,0,0,12,25000,40,52,0,0,4,1,1,12.01923076923077,Non-college
29,0,0,18,70000,40,50,0,0,4,4,7,35,College
55,0,0,18,70000,80,52,0,0,4,1,1,16.826923076923077,College
31,0,0,13,38000,40,52,0,0,4,1,5,18.26923076923077,Non-college
28,0,0,14,16165,40,52,0,0,4,2,7,7.771634615384615,Non-college
53,0,0,12,90000,60,52,0,0,4,1,1,28.846153846153847,Non-college
46,0,0,16,96000,44,52,0,0,4,1,1,41.95804195804196,College
30,0,0,16,55000,40,52,0,0,4,1,1,26.442307692307693,College
26,0,0,16,32000,60,52,0,0,4,1,1,10.256410256410257,College
32,0,0,16,72000,36,52,0,0,4,4,3,38.46153846153846,College
28,1,0,16,77000,40,52,0,0,4,4,3,37.01923076923077,College
29,0,0,16,79000,36,52,0,0,4,1,1,42.2008547008547,College
50,0,0,20,129000,50,52,0,0,4,1,1,49.61538461538461,College
46,1,0,16,60000,45,52,0,0,4,1,1,25.641025641025642,College
45,0,0,18,110000,45,52,0,0,4,1,1,47.00854700854701,College
49,1,0,12,67000,40,52,0,0,4,1,1,32.21153846153846,Non-college
50,1,0,16,65000,40,52,0,0,4,1,1,31.25,College
32,1,0,13,33000,38,52,0,0,4,1,1,16.700404858299596,Non-college
55,1,0,16,61000,40,52,0,0,4,2,5,29.326923076923077,College
29,1,0,14,47000,40,52,0,0,4,1,7,22.596153846153847,Non-college
35,0,0,20,389599,40,52,0,0,4,1,1,187.30721153846153,College
37,0,0,13,180000,50,52,0,0,4,1,1,69.23076923076923,Non-college
30,1,0,18,37000,40,52,0,0,4,1,7,17.78846153846154,College
33,0,0,12,27000,40,52,0,0,4,1,1,12.98076923076923,Non-college
35,1,0,16,54000,40,52,0,0,4,1,1,25.96153846153846,College
40,1,0,13,48000,40,52,0,0,4,2,7,23.076923076923077,Non-college
41,1,0,13,40000,64,52,0,0,4,2,1,12.01923076923077,Non-college
60,0,0,13,44000,40,52,0,0,4,4,5,21.153846153846153,Non-college
60,1,0,16,44000,50,48,0,0,4,4,4,18.333333333333332,College
47,0,0,12,60000,60,52,0,0,4,4,7,19.23076923076923,Non-college
36,1,0,18,105000,45,52,0,0,4,4,7,44.87179487179487,College
45,1,0,18,113000,50,52,0,0,4,1,1,43.46153846153846,College
46,0,0,12,60000,40,52,0,0,4,1,1,28.846153846153847,Non-college
46,1,0,12,72000,45,52,0,0,4,1,5,30.76923076923077,Non-college
23,1,0,14,40000,40,52,0,0,4,1,7,19.23076923076923,Non-college
30,0,0,16,75500,40,52,0,0,4,2,7,36.29807692307692,College
50,1,0,16,32000,40,52,0,0,4,4,5,15.384615384615385,College
48,0,0,13,34000,40,52,0,0,4,1,5,16.346153846153847,Non-college
50,1,0,12,24000,40,52,0,0,4,1,5,11.538461538461538,Non-college
40,1,0,12,54800,45,52,0,0,4,1,1,23.418803418803417,Non-college
44,0,0,12,40000,40,52,0,0,4,2,1,19.23076923076923,Non-college
43,0,0,14,180000,50,52,0,0,4,1,1,69.23076923076923,Non-college
41,0,0,12,50000,40,52,0,0,4,1,1,24.03846153846154,Non-college
43,1,0,12,30000,40,52,0,0,4,1,1,14.423076923076923,Non-college
39,0,0,12,24000,40,52,0,0,4,1,7,11.538461538461538,Non-college
43,0,0,12,87000,60,52,0,0,4,1,1,27.884615384615383,Non-college
36,1,0,16,65000,45,52,0,0,4,1,1,27.77777777777778,College
